動物|ㄉㄨㄥˋ ㄨˋ|animal; CL:隻/只[zhi1],群[qun2],個/个[ge4].
東邊|ㄉㄨㄥ ㄅㄧㄢ˙|east; east side; eastern part; to the east of.
懂|ㄉㄨㄥˇ|to understand; to comprehend.
冬|ㄉㄨㄥ|winter.
丟|ㄉㄧㄡ|to lose; to put aside; to throw.
訂位|ㄉㄧㄥˋ ㄨㄟˋ|to reserve a seat; to book a table; reservation.
訂房|ㄉㄧㄥˋ ㄈㄤˊ|to reserve a room.
電子郵件|ㄉㄧㄢˋ ㄗˇ ㄧㄡˊ ㄐㄧㄢˋ|email; CL:封[feng1],份[fen4].
電影|ㄉㄧㄢˋ ㄧㄥˇ|movie; film; CL:部[bu4],片[pian4],幕[mu4],場/场[chang3].
點心|ㄉㄧㄢˇ ㄒㄧㄣ˙|light refreshments; pastry; dim sum (in Cantonese cooking); dessert.
電梯|ㄉㄧㄢˋ ㄊㄧ|elevator; escalator; CL:臺/台[tai2],部[bu4].
電視|ㄉㄧㄢˋ ㄕˋ|television; TV; CL:臺/台[tai2],個/个[ge4].
電腦|ㄉㄧㄢˋ ㄋㄠˇ|computer; CL:臺/台[tai2].
電話卡|ㄉㄧㄢˋ ㄏㄨㄚˋ ㄎㄚˇ|telephone card.
電話|ㄉㄧㄢˋ ㄏㄨㄚˋ|telephone; CL:部[bu4]; phone call; CL:通[tong1]; phone number.
點菜|ㄉㄧㄢˇ ㄘㄞˋ|to order dishes (in a restaurant).
點|ㄉㄧㄢˇ|point; dot; drop; speck; o'clock; point (in space or time); to draw a dot; to check on a list; to choose; to order (food in a restaurant); to touch briefly; to hint; to light; to ignite; to pour a liquid drop by drop; (old) one fifth of a two-hour watch 更[geng1]; dot stroke in Chinese characters; classifier for items.
地址|ㄉㄧˋ ㄓˇ|address; CL:個/个[ge4].
地圖|ㄉㄧˋ ㄊㄨˊ|map; CL:張/张[zhang1],本[ben3].
地鐵|ㄉㄧˋ ㄊㄧㄝˇ|subway; metro.
地理|ㄉㄧˋ ㄌㄧˇ|geography.
地方|ㄉㄧˋ ㄈㄤ|region; regional (away from the central administration); local.
地方|ㄉㄧˋ ㄈㄤ˙|area; place; space; room; territory; CL:處/处[chu4],個/个[ge4],塊/块[kuai4].
弟弟|ㄉㄧˋ ㄉㄧ˙|younger brother; CL:個/个[ge4],位[wei4].
地|ㄉㄜ˙|-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct.
地|ㄉㄧˋ|earth; ground; field; place; land; CL:片[pian4].
低|ㄉㄧ|low; beneath; to lower (one's head); to let droop; to hang down; to incline.
第|ㄉㄧˋ|(prefix indicating ordinal number, e.g. first, number two etc); order; (old) rank in the imperial examinations; mansion; (literary) but; just.
登錄|ㄉㄥ ㄌㄨˋ|to register; to log in.
燈|ㄉㄥ|lamp; light; lantern; CL:盞/盏[zhan3].
等|ㄉㄥˇ|class; rank; grade; equal to; same as; to wait for; to await; et cetera; and so on; et al. (and other authors); after; as soon as; once.
德國|ㄉㄜˊ ㄍㄨㄛˊ|Germany; German.
得|ㄉㄜˊ|to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished.
得|ㄉㄜ˙|structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc.
得|ㄉㄟˇ|to have to; must; ought to; to need to.
的|ㄉㄜ˙|of; ~'s (possessive particle); (used after an attribute); (used to form a nominal expression); (used at the end of a declarative sentence for emphasis); also pr. [di4] or [di5] in poetry and songs.
的|ㄉㄧ|see 的士[di1 shi4].
的|ㄉㄧˊ|really and truly.
的|ㄉㄧˋ|aim; clear.
導遊|ㄉㄠˇ ㄧㄡˊ|tour guide; guidebook; to conduct a tour.
刀|ㄉㄠ|surname Dao.
刀|ㄉㄠ|knife; blade; single-edged sword; cutlass; CL:把[ba3]; (slang) dollar (loanword); classifier for sets of one hundred sheets (of paper); classifier for knife cuts or stabs.
到|ㄉㄠˋ|to (a place); until (a time); up to; to go; to arrive; (verb complement denoting completion or result of an action).
當然|ㄉㄤ ㄖㄢˊ|only natural; as it should be; certainly; of course; without doubt.
擔心|ㄉㄢ ㄒㄧㄣ|anxious; worried; uneasy; to worry; to be anxious.
但是|ㄉㄢˋ ㄕˋ|but; however.
蛋糕|ㄉㄢˋ ㄍㄠ|cake; CL:塊/块[kuai4],個/个[ge4].
袋子|ㄉㄞˋ ㄗ˙|bag.
袋|ㄉㄞˋ|pouch; bag; sack; pocket.
戴|ㄉㄞˋ|surname Dai.
戴|ㄉㄞˋ|to put on or wear (glasses, hat, gloves etc); to respect; to bear; to support.
帶|ㄉㄞˋ|band; belt; girdle; ribbon; tire; area; zone; region; CL:條/条[tiao2]; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise.
打折|ㄉㄚˇ ㄓㄜˊ|to give a discount.
大約|ㄉㄚˋ ㄩㄝ|approximately; probably.
大學|ㄉㄚˋ ㄒㄩㄝˊ|the Great Learning, one of the Four Books 四書/四书[Si4 shu1] in Confucianism.
大學|ㄉㄚˋ ㄒㄩㄝˊ|university; college; CL:所[suo3].
打算|ㄉㄚˇ ㄙㄨㄢˋ|to plan; to intend; to calculate; plan; intention; calculation; CL:個/个[ge4].
打掃|ㄉㄚˇ ㄙㄠˇ|to clean; to sweep.
大家|ㄉㄚˋ ㄐㄧㄚ|everyone; influential family; great expert.
大概|ㄉㄚˋ ㄍㄞˋ|roughly; probably; rough; approximate; about; general idea.
打車|ㄉㄚˇ ㄔㄜ|to take a taxi (in town); to hitch a lift.
打扮|ㄉㄚˇ ㄅㄢ˙|to decorate; to dress; to make up; to adorn; manner of dressing; style of dress.
大|ㄉㄚˋ|big; huge; large; major; great; wide; deep; older (than); oldest; eldest; greatly; very much; (dialect) father; father's elder or younger brother.
大|ㄉㄞˋ|see 大夫[dai4 fu5].
打|ㄉㄚˊ|dozen (loanword).
打|ㄉㄚˇ|to beat; to strike; to hit; to break; to type; to mix up; to build; to fight; to fetch; to make; to tie up; to issue; to shoot; to calculate; to play (a game); since; from.
錯|ㄘㄨㄛˋ|surname Cuo.
錯|ㄘㄨㄛˋ|mistake; wrong; bad; interlocking; complex; to grind; to polish; to alternate; to stagger; to miss; to let slip; to evade; to inlay with gold or silver.
聰明|ㄘㄨㄥ ㄇㄧㄥ˙|intelligent; clever; bright; smart; acute (of sight and hearing).
從來|ㄘㄨㄥˊ ㄌㄞˊ|always; at all times; never (if used in negative sentence).
從|ㄘㄨㄥˊ|surname Cong.
從|ㄘㄨㄥˊ|from; through; via; to follow; to obey; to engage in (an activity); never (in negative sentence); (Taiwan pr. [zong4]) retainer; assistant; auxiliary; subordinate; related by common paternal grandfather or earlier ancestor.
詞典|ㄘˊ ㄉㄧㄢˇ|dictionary; also written 辭典/辞典[ci2 dian3]; CL:部[bu4],本[ben3].
次|ㄘˋ|next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time.
春捲|ㄔㄨㄣ ㄐㄩㄢˇ|egg roll; spring roll.
春節|ㄔㄨㄣ ㄐㄧㄝˊ|Spring Festival (Chinese New Year).
春|ㄔㄨㄣ|surname Chun.
春|ㄔㄨㄣ|spring (season); gay; joyful; youthful; love; lust; life.
船|ㄔㄨㄢˊ|boat; vessel; ship; CL:條/条[tiao2],艘[sou1],隻/只[zhi1].
穿|ㄔㄨㄢ|to wear; to put on; to dress; to bore through; to pierce; to perforate; to penetrate; to pass through; to thread.
出租車|ㄔㄨ ㄗㄨ ㄔㄜ|taxi; (Tw) rental car.
初中|ㄔㄨ ㄓㄨㄥ|junior high school; abbr. for 初級中學/初级中学[chu1 ji2 zhong1 xue2].
出去|ㄔㄨ ㄑㄩˋ|to go out.
除了|ㄔㄨˊ ㄌㄜ˙|besides; apart from (... also...); in addition to; except (for).
廚房|ㄔㄨˊ ㄈㄤˊ|kitchen; CL:間/间[jian1].
出差|ㄔㄨ ㄔㄞ|to go on an official or business trip.
出|ㄔㄨ|to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; (used after a verb to indicate an outward direction or a positive result); classifier for dramas, plays, operas etc.
抽煙|ㄔㄡ ㄧㄢ|to smoke (a cigarette, tobacco).
充值|ㄔㄨㄥ ㄓˊ|to recharge (money onto a card).
充電|ㄔㄨㄥ ㄉㄧㄢˋ|to recharge (a battery); (fig.) to recharge one's batteries (through leisure); to update one's skills and knowledge.
種|ㄓㄨㄥˇ|seed; species; kind; type; classifier for types, kinds, sorts.
種|ㄓㄨㄥˋ|to plant; to grow; to cultivate.
離開|ㄌㄧˊ ㄎㄞ|to depart; to leave.
吃貨|ㄔ ㄏㄨㄛˋ|chowhound; foodie; a good-for-nothing.
遲到|ㄔˊ ㄉㄠˋ|to arrive late.
離|ㄌㄧˊ|surname Li.
離|ㄌㄧˊ|to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire; ☲.
吃|ㄔ|to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy; to absorb; to suffer; to stammer (Taiwan pr. for this sense is [ji2]).
城市|ㄔㄥˊ ㄕˋ|city; town; CL:座[zuo4].
成績|ㄔㄥˊ ㄐㄧˋ|achievement; performance records; grades; CL:項/项[xiang4],個/个[ge4].
橙|ㄔㄥˊ|orange tree; orange (color).
襯衫|ㄔㄣˋ ㄕㄢ|shirt; blouse; CL:件[jian4].
車|ㄔㄜ|surname Che.
車|ㄔㄜ|car; vehicle; CL:輛/辆[liang4]; machine; to shape with a lathe; Kangxi radical 159.
車|ㄐㄩ|war chariot (archaic); rook (in Chinese chess); rook (in chess).
超市|ㄔㄠ ㄕˋ|supermarket; abbr. for 超級市場/超级市场; CL:家[jia1].
炒飯|ㄔㄠˇ ㄈㄢˋ|fried rice; (slang) (Tw) to have sex.
長江|ㄔㄤˊ ㄐㄧㄤ|Yangtze River, or Chang Jiang.
長城|ㄔㄤˊ ㄔㄥˊ|the Great Wall.
長|ㄔㄤˊ|length; long; forever; always; constantly.
長|ㄓㄤˇ|chief; head; elder; to grow; to develop; to increase; to enhance.
唱|ㄔㄤˋ|to sing; to call loudly; to chant.
差|ㄔㄚ|difference; discrepancy; (math.) difference (amount remaining after a subtraction); (literary) a little; somewhat; slightly.
差|ㄔㄚˋ|different; wrong; mistaken; to fall short; to lack; not up to standard; inferior; Taiwan pr. [cha1].
差|ㄔㄞ|to send (on an errand); (archaic) person sent on such an errand; job; official post.
差|ㄘ|used in 參差/参差[cen1 ci1].
叉|ㄔㄚ|"fork; pitchfork; prong; pick; cross; intersect; ""X""."
叉|ㄔㄚˊ|to cross; be stuck.
叉|ㄔㄚˇ|to diverge; to open (as legs).
茶|ㄔㄚˊ|tea; tea plant; CL:杯[bei1],壺/壶[hu2].
層|ㄘㄥˊ|layer; stratum; laminated; floor (of a building); storey; classifier for layers; repeated; sheaf (math.).
廁所|ㄘㄜˋ ㄙㄨㄛˇ|toilet; lavatory; CL:間/间[jian1],處/处[chu4].
草|ㄘㄠˇ|grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1].
草|ㄘㄠˋ|variant of 肏[cao4].
參加|ㄘㄢ ㄐㄧㄚ|to participate; to take part; to join.
參觀|ㄘㄢ ㄍㄨㄢ|to look around; to tour; to visit.
菜鳥|ㄘㄞˋ ㄋㄧㄠˇ|(coll.) sb new to a particular subject; rookie; beginner; newbie.
菜單|ㄘㄞˋ ㄉㄢ|menu; CL:份[fen4],張/张[zhang1].
才|ㄘㄞˊ|ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only.
菜|ㄘㄞˋ|dish (type of food); vegetable; cuisine; CL:盤/盘[pan2],道[dao4]; (coll.) (one's) type; (of one's skills etc) weak; poor.
不准|ㄅㄨˋ ㄓㄨㄣˇ|not to allow; to forbid; to prohibit.
不要|ㄅㄨˋ ㄧㄠˋ|don't!; must not.
不客氣|ㄅㄨˋ ㄎㄜˋ ㄑㄧ˙|you're welcome; don't mention it; impolite; rude; blunt.
不好意思|ㄅㄨˋ ㄏㄠˇ ㄧˋ ㄙ˙|to feel embarrassed; to find it embarrassing; to be sorry (for inconveniencing sb).
不但|ㄅㄨˋ ㄉㄢˋ|not only (... but also...).
不錯|ㄅㄨˋ ㄘㄨㄛˋ|correct; right; not bad; pretty good.
步|ㄅㄨˋ|surname Bu.
步|ㄅㄨˋ|a step; a pace; walk; march; stages in a process; situation.
不|ㄅㄨˋ|(negative prefix); not; no.
博物館|ㄅㄛˊ ㄨˋ ㄍㄨㄢˇ|museum.
冰箱|ㄅㄧㄥ ㄒㄧㄤ|icebox; freezer cabinet; refrigerator; CL:臺/台[tai2],個/个[ge4].
冰|ㄅㄧㄥ|ice; CL:塊/块[kuai4]; to chill sth; (of an object or substance) to feel cold; (of a person) cold; unfriendly; (slang) methamphetamine.
別人|ㄅㄧㄝˊ ㄖㄣ˙|other people; others; other person.
別|ㄅㄧㄝˊ|surname Bie.
別|ㄅㄧㄝˊ|to leave; to depart; to separate; to distinguish; to classify; other; another; don't ...!; to pin; to stick (sth) in; (noun suffix) category (e.g. 性別/性别[xing4 bie2], 派別/派别[pai4 bie2]).
表演|ㄅㄧㄠˇ ㄧㄢˇ|play; show; performance; exhibition; to perform; to act; to demonstrate; CL:場/场[chang3].
表現|ㄅㄧㄠˇ ㄒㄧㄢˋ|to show; to show off; to display; to manifest; expression; manifestation; show; display; performance (at work etc); behavior.
便宜|ㄅㄧㄢˋ ㄧˊ|convenient.
便宜|ㄆㄧㄢˊ ㄧ˙|cheap; inexpensive; small advantages; to let sb off lightly.
變化|ㄅㄧㄢˋ ㄏㄨㄚˋ|change; variation; to change; to vary; CL:個/个[ge4].
鼻子|ㄅㄧˊ ㄗ˙|nose; CL:個/个[ge4],隻/只[zhi1].
必須|ㄅㄧˋ ㄒㄩ|to have to; must; compulsory; necessarily.
比賽|ㄅㄧˇ ㄙㄞˋ|competition (sports etc); match; CL:場/场[chang3],次[ci4]; to compete.
比較|ㄅㄧˇ ㄐㄧㄠˋ|to compare; to contrast; comparatively; relatively; quite; comparison.
筆記本|ㄅㄧˇ ㄐㄧˋ ㄅㄣˇ|notebook (stationery); CL:本[ben3]; notebook (computing).
筆記|ㄅㄧˇ ㄐㄧˋ|to take down (in writing); notes; a type of literature consisting mainly of short sketches; CL:本[ben3].
筆|ㄅㄧˇ|pen; pencil; writing brush; to write or compose; the strokes of Chinese characters; classifier for sums of money, deals; CL:支[zhi1],枝[zhi1].
比|ㄅㄧˇ|Belgium; Belgian; abbr. for 比利時/比利时[Bi3 li4 shi2].
比|ㄅㄧ|euphemistic variant of 屄[bi1].
比|ㄅㄧˇ|to compare; (followed by a noun and adjective) more {adj.} than {noun}; ratio; to gesture; (Taiwan pr. [bi4] in some compounds derived from Classical Chinese).
本|ㄅㄣˇ|root; stem; origin; source; this; the current; original; inherent; originally; classifier for books, periodicals, files etc.
杯子|ㄅㄟ ㄗ˙|cup; glass; CL:個/个[ge4],隻/只[zhi1].
北京烤鴨|ㄅㄟˇ ㄐㄧㄥ ㄎㄠˇ ㄧㄚ|Peking Duck.
北京|ㄅㄟˇ ㄐㄧㄥ|Beijing, capital of People's Republic of China; Peking; PRC government.
北方|ㄅㄟˇ ㄈㄤ|north; the northern part a country; China north of the Yellow River.
北邊|ㄅㄟˇ ㄅㄧㄢ|north; north side; northern part; to the north of.
被|ㄅㄟˋ|quilt; by; (indicates passive-voice clauses); (literary) to cover; to meet with; (coll.) (since c. 2009) used before a verb that does not accurately represent what actually happened, to describe with black humor how sb or sth was dealt with by the authorities (as in 被自殺/被自杀[bei4 zi4 sha1]).
杯|ㄅㄟ|cup; trophy cup; classifier for certain containers of liquids: glass, cup.
包子|ㄅㄠ ㄗ˙|bao (steamed stuffed bun); CL:個/个[ge4].
報紙|ㄅㄠˋ ㄓˇ|newspaper; newsprint; CL:份[fen4],期[qi1],張/张[zhang1].
報銷|ㄅㄠˋ ㄒㄧㄠ|to submit an expense account; to apply for reimbursement; to write off; to wipe out.
保險|ㄅㄠˇ ㄒㄧㄢˇ|insurance; to insure; safe; secure; be sure; be bound to; CL:份[fen4].
抱歉|ㄅㄠˋ ㄑㄧㄢˋ|to be sorry; to feel apologetic; sorry!.
報警|ㄅㄠˋ ㄐㄧㄥˇ|to sound an alarm; to report sth to the police.
報告|ㄅㄠˋ ㄍㄠˋ|to inform; to report; to make known; report; speech; talk; lecture; CL:篇[pian1],份[fen4],個/个[ge4],通[tong4].
保持|ㄅㄠˇ ㄔˊ|to keep; to maintain; to hold; to preserve.
包|ㄅㄠ|surname Bao.
包|ㄅㄠ|to cover; to wrap; to hold; to include; to take charge of; to contract (to or for); package; wrapper; container; bag; to hold or embrace; bundle; packet; CL:個/个[ge4],隻/只[zhi1].
飽|ㄅㄠˇ|to eat till full; satisfied.
幫助|ㄅㄤ ㄓㄨˋ|assistance; aid; to help; to assist.
幫忙|ㄅㄤ ㄇㄤˊ|to help; to lend a hand; to do a favor; to do a good turn.
幫|ㄅㄤ|to help; to assist; to support; for sb (i.e. as a help); hired (as worker); side (of pail, boat etc); outer layer; upper (of a shoe); group; gang; clique; party; secret society.
版權|ㄅㄢˇ ㄑㄩㄢˊ|copyright.
辦公室|ㄅㄢˋ ㄍㄨㄥ ㄕˋ|office; business premises; bureau; CL:間/间[jian1].
辦法|ㄅㄢˋ ㄈㄚˇ|means; method; way (of doing sth); CL:條/条[tiao2],個/个[ge4].
班|ㄅㄢ|surname Ban.
班|ㄅㄢ|team; class; squad; work shift; ranking; CL:個/个[ge4]; classifier for groups of people and scheduled transport vehicles.
搬|ㄅㄢ|to move (i.e. relocate oneself); to move (sth relatively heavy or bulky); to shift; to copy indiscriminately.
半|ㄅㄢˋ|half; semi-; incomplete; (after a number) and a half.
白酒|ㄅㄞˊ ㄐㄧㄡˇ|baijiu, a spirit usually distilled from sorghum; (Tw) white wine (abbr. for 白葡萄酒[bai2 pu2 tao5 jiu3]).
白|ㄅㄞˊ|surname Bai.
白|ㄅㄞˊ|white; snowy; pure; bright; empty; blank; plain; clear; to make clear; in vain; gratuitous; free of charge; reactionary; anti-communist; funeral; to stare coldly; to write wrong character; to state; to explain; vernacular; spoken lines in opera.
百|ㄅㄞˇ|surname Bai.
百|ㄅㄞˇ|hundred; numerous; all kinds of.
爸爸|ㄅㄚˋ ㄅㄚ˙|(informal) father; CL:個/个[ge4],位[wei4].
把|ㄅㄚˇ|to hold; to contain; to grasp; to take hold of; handle; particle marking the following noun as a direct object; classifier for objects with handle; classifier for small objects: handful.
把|ㄅㄚˋ|handle.
八|ㄅㄚ|eight; 8.
吧|ㄅㄚ|bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧/贴吧[tie1 ba1].
吧|ㄅㄚ˙|(modal particle indicating suggestion or surmise); ...right?; ...OK?; ...I presume.
吧|ㄅㄧ˙ ㄚ|(onom.) smack!.
澳大利亞|ㄠˋ ㄉㄚˋ ㄌㄧˋ ㄧㄚˋ|Australia.
安全|ㄢ ㄑㄩㄢˊ|safe; secure; safety; security.
安排|ㄢ ㄆㄞˊ|to arrange; to plan; to set up; arrangements; plans.
安靜|ㄢ ㄐㄧㄥˋ|quiet; peaceful; calm.
愛好|ㄞˋ ㄏㄠˋ|to like; to take pleasure in; keen on; fond of; interest; hobby; appetite for; CL:個/个[ge4].
矮|ㄞˇ|low; short (in length).
愛|ㄞˋ|to love; to be fond of; to like; affection; to be inclined (to do sth); to tend to (happen).
阿姨|ㄚ ㄧˊ|maternal aunt; step-mother; childcare worker; nursemaid; woman of similar age to one's parents (term of address used by child); CL:個/个[ge4].
啊|ㄚ|interjection of surprise; Ah!; Oh!.
啊|ㄚˊ|interjection expressing doubt or requiring answer; Eh?; what?.
啊|ㄚˇ|interjection of surprise or doubt; Eh?; My!; what's up?.
啊|ㄚˋ|interjection or grunt of agreement; uhm; Ah, OK; expression of recognition; Oh, it's you!.
啊|ㄚ˙|modal particle ending sentence, showing affirmation, approval, or consent.
〇|ㄌㄧㄥˊ|zero.
著|ㄓㄠ|(chess) move; trick; all right!; (dialect) to add.
著|ㄓㄠˊ|to touch; to come in contact with; to feel; to be affected by; to catch fire; to burn; (coll.) to fall asleep; (after a verb) hitting the mark; succeeding in.
著|ㄓㄜ˙|aspect particle indicating action in progress.
著|ㄓㄨㄛˊ|to wear (clothes); to contact; to use; to apply.
著|ㄓㄨˋ|to make known; to show; to prove; to write; book; outstanding.
